PV_Origin,PV_Destination,PV_Distance_km,PV_Year,DV_Quantity_Rice
Iloilo City,Cebu City,151.28,2018,
Iloilo City,Cebu City,151.28,2019,
Iloilo City,Cebu City,151.28,2020,
Iloilo City,Cebu City,151.28,2021,
Iloilo City,Cebu City,151.28,2022,
Iloilo City,Davao City,524.49,1995,
Iloilo City,Davao City,524.49,1996,1
Iloilo City,Davao City,524.49,1997,
Iloilo City,Davao City,524.49,1998,
Iloilo City,Davao City,524.49,1999,
Iloilo City,Davao City,524.49,2000,
Iloilo City,Davao City,524.49,2001,120
Iloilo City,Davao City,524.49,2002,
Iloilo City,Davao City,524.49,2003,1
Iloilo City,Davao City,524.49,2004,
Iloilo City,Davao City,524.49,2005,
Iloilo City,Davao City,524.49,2006,
Iloilo City,Davao City,524.49,2007,
Iloilo City,Davao City,524.49,2008,
Iloilo City,Davao City,524.49,2009,1
Iloilo City,Davao City,524.49,2010,
Iloilo City,Davao City,524.49,2011,53
Iloilo City,Davao City,524.49,2012,
Iloilo City,Davao City,524.49,2013,
Iloilo City,Davao City,524.49,2014,
Iloilo City,Davao City,524.49,2015,
Iloilo City,Davao City,524.49,2016,
Iloilo City,Davao City,524.49,2017,
Iloilo City,Davao City,524.49,2018,
Iloilo City,Davao City,524.49,2019,
Iloilo City,Davao City,524.49,2020,
Iloilo City,Davao City,524.49,2021,
Iloilo City,Davao City,524.49,2022,
Iloilo City,Zamboanga City,331.19,1995,
Iloilo City,Zamboanga City,331.19,1996,
Iloilo City,Zamboanga City,331.19,1997,
Iloilo City,Zamboanga City,331.19,1998,
Iloilo City,Zamboanga City,331.19,1999,14
Iloilo City,Zamboanga City,331.19,2000,
Iloilo City,Zamboanga City,331.19,2001,
Iloilo City,Zamboanga City,331.19,2002,
Iloilo City,Zamboanga City,331.19,2003,
Iloilo City,Zamboanga City,331.19,2004,51
Iloilo City,Zamboanga City,331.19,2005,
Iloilo City,Zamboanga City,331.19,2006,
Iloilo City,Zamboanga City,331.19,2007,
Iloilo City,Zamboanga City,331.19,2008,
Iloilo City,Zamboanga City,331.19,2009,
Iloilo City,Zamboanga City,331.19,2010,
Iloilo City,Zamboanga City,331.19,2011,
Iloilo City,Zamboanga City,331.19,2012,
Iloilo City,Zamboanga City,331.19,2013,
Iloilo City,Zamboanga City,331.19,2014,
Iloilo City,Zamboanga City,331.19,2015,
Iloilo City,Zamboanga City,331.19,2016,
Iloilo City,Zamboanga City,331.19,2017,
Iloilo City,Zamboanga City,331.19,2018,
Iloilo City,Zamboanga City,331.19,2019,
Iloilo City,Zamboanga City,331.19,2020,
Iloilo City,Zamboanga City,331.19,2021,
Iloilo City,Zamboanga City,331.19,2022,
Iloilo City,Cagayan de Oro City,330.1,1995,
Iloilo City,Cagayan de Oro City,330.1,1996,
Iloilo City,Cagayan de Oro City,330.1,1997,
Iloilo City,Cagayan de Oro City,330.1,1998,
Iloilo City,Cagayan de Oro City,330.1,1999,
Iloilo City,Cagayan de Oro City,330.1,2000,
Iloilo City,Cagayan de Oro City,330.1,2001,
Iloilo City,Cagayan de Oro City,330.1,2002,
Iloilo City,Cagayan de Oro City,330.1,2003,
Iloilo City,Cagayan de Oro City,330.1,2004,
Iloilo City,Cagayan de Oro City,330.1,2005,
Iloilo City,Cagayan de Oro City,330.1,2006,
Iloilo City,Cagayan de Oro City,330.1,2007,
Iloilo City,Cagayan de Oro City,330.1,2008,
Iloilo City,Cagayan de Oro City,330.1,2009,
Iloilo City,Cagayan de Oro City,330.1,2010,
Iloilo City,Cagayan de Oro City,330.1,2011,
Iloilo City,Cagayan de Oro City,330.1,2012,
Iloilo City,Cagayan de Oro City,330.1,2013,
Iloilo City,Cagayan de Oro City,330.1,2014,
Iloilo City,Cagayan de Oro City,330.1,2015,
Iloilo City,Cagayan de Oro City,330.1,2016,
Iloilo City,Cagayan de Oro City,330.1,2017,1
Iloilo City,Cagayan de Oro City,330.1,2018,
Iloilo City,Cagayan de Oro City,330.1,2019,
Iloilo City,Cagayan de Oro City,330.1,2020,
Iloilo City,Cagayan de Oro City,330.1,2021,
Iloilo City,Cagayan de Oro City,330.1,2022,
Iloilo City,General Santos City,588.02,1995,
Iloilo City,General Santos City,588.02,1996,5
Iloilo City,General Santos City,588.02,1997,
Iloilo City,General Santos City,588.02,1998,
Iloilo City,General Santos City,588.02,1999,
Iloilo City,General Santos City,588.02,2000,
Iloilo City,General Santos City,588.02,2001,
Iloilo City,General Santos City,588.02,2002,
Iloilo City,General Santos City,588.02,2003,47
Iloilo City,General Santos City,588.02,2004,
Iloilo City,General Santos City,588.02,2005,
Iloilo City,General Santos City,588.02,2006,
Iloilo City,General Santos City,588.02,2007,
Iloilo City,General Santos City,588.02,2008,
Iloilo City,General Santos City,588.02,2009,
Iloilo City,General Santos City,588.02,2010,
Iloilo City,General Santos City,588.02,2011,
Iloilo City,General Santos City,588.02,2012,28
Iloilo City,General Santos City,588.02,2013,
Iloilo City,General Santos City,588.02,2014,63
Iloilo City,General Santos City,588.02,2015,
Iloilo City,General Santos City,588.02,2016,432
Iloilo City,General Santos City,588.02,2017,72
Iloilo City,General Santos City,588.02,2018,
Iloilo City,General Santos City,588.02,2019,
Iloilo City,General Santos City,588.02,2020,
Iloilo City,General Santos City,588.02,2021,
Iloilo City,General Santos City,588.02,2022,
Iloilo City,Legazpi City,299.11,1995,1
Iloilo City,Legazpi City,299.11,1996,3
Iloilo City,Legazpi City,299.11,1997,1
Iloilo City,Legazpi City,299.11,1998,
Iloilo City,Legazpi City,299.11,1999,
Iloilo City,Legazpi City,299.11,2000,
Iloilo City,Legazpi City,299.11,2001,
Iloilo City,Legazpi City,299.11,2002,
Iloilo City,Legazpi City,299.11,2003,
Iloilo City,Legazpi City,299.11,2004,
Iloilo City,Legazpi City,299.11,2005,
Iloilo City,Legazpi City,299.11,2006,
Iloilo City,Legazpi City,299.11,2007,
Iloilo City,Legazpi City,299.11,2008,
Iloilo City,Legazpi City,299.11,2009,
Iloilo City,Legazpi City,299.11,2010,
Iloilo City,Legazpi City,299.11,2011,
Iloilo City,Legazpi City,299.11,2012,
Iloilo City,Legazpi City,299.11,2013,
Iloilo City,Legazpi City,299.11,2014,
Iloilo City,Legazpi City,299.11,2015,
Iloilo City,Legazpi City,299.11,2016,
Iloilo City,Legazpi City,299.11,2017,
Iloilo City,Legazpi City,299.11,2018,
Iloilo City,Legazpi City,299.11,2019,
Iloilo City,Legazpi City,299.11,2020,
Iloilo City,Legazpi City,299.11,2021,
Iloilo City,Legazpi City,299.11,2022,
Iloilo City,Ozamis City,316.46,1995,
Iloilo City,Ozamis City,316.46,1996,
Iloilo City,Ozamis City,316.46,1997,
Iloilo City,Ozamis City,316.46,1998,
Iloilo City,Ozamis City,316.46,1999,
Iloilo City,Ozamis City,316.46,2000,
Iloilo City,Ozamis City,316.46,2001,
Iloilo City,Ozamis City,316.46,2002,
Iloilo City,Ozamis City,316.46,2003,
Iloilo City,Ozamis City,316.46,2004,
Iloilo City,Ozamis City,316.46,2005,
Iloilo City,Ozamis City,316.46,2006,
Iloilo City,Ozamis City,316.46,2007,
Iloilo City,Ozamis City,316.46,2008,
Iloilo City,Ozamis City,316.46,2009,
Iloilo City,Ozamis City,316.46,2010,
Iloilo City,Ozamis City,316.46,2011,
Iloilo City,Ozamis City,316.46,2012,
Iloilo City,Ozamis City,316.46,2013,
Iloilo City,Ozamis City,316.46,2014,
Iloilo City,Ozamis City,316.46,2015,
Iloilo City,Ozamis City,316.46,2016,177
Iloilo City,Ozamis City,316.46,2017,
Iloilo City,Ozamis City,316.46,2018,
Iloilo City,Ozamis City,316.46,2019,
Iloilo City,Ozamis City,316.46,2020,
Iloilo City,Ozamis City,316.46,2021,
Iloilo City,Ozamis City,316.46,2022,
Iloilo City,"San Jose, Romblon",166.73,1995,2
Iloilo City,"San Jose, Romblon",166.73,1996,
Iloilo City,"San Jose, Romblon",166.73,1997,2
Iloilo City,"San Jose, Romblon",166.73,1998,
Iloilo City,"San Jose, Romblon",166.73,1999,
Iloilo City,"San Jose, Romblon",166.73,2000,
Iloilo City,"San Jose, Romblon",166.73,2001,
Iloilo City,"San Jose, Romblon",166.73,2002,
Iloilo City,"San Jose, Romblon",166.73,2003,
Iloilo City,"San Jose, Romblon",166.73,2004,
Iloilo City,"San Jose, Romblon",166.73,2005,
Iloilo City,"San Jose, Romblon",166.73,2006,
Iloilo City,"San Jose, Romblon",166.73,2007,
Iloilo City,"San Jose, Romblon",166.73,2008,
Iloilo City,"San Jose, Romblon",166.73,2009,
Iloilo City,"San Jose, Romblon",166.73,2010,
Iloilo City,"San Jose, Romblon",166.73,2011,
Iloilo City,"San Jose, Romblon",166.73,2012,
Iloilo City,"San Jose, Romblon",166.73,2013,
Iloilo City,"San Jose, Romblon",166.73,2014,
Iloilo City,"San Jose, Romblon",166.73,2015,
Iloilo City,"San Jose, Romblon",166.73,2016,
Iloilo City,"San Jose, Romblon",166.73,2017,
Iloilo City,"San Jose, Romblon",166.73,2018,
Iloilo City,"San Jose, Romblon",166.73,2019,
Iloilo City,"San Jose, Romblon",166.73,2020,
Iloilo City,"San Jose, Romblon",166.73,2021,
Iloilo City,"San Jose, Romblon",166.73,2022,
Iloilo City,Naga City,331.6,1995,
Iloilo City,Naga City,331.6,1996,
Iloilo City,Naga City,331.6,1997,
Iloilo City,Naga City,331.6,1998,
Iloilo City,Naga City,331.6,1999,
Iloilo City,Naga City,331.6,2000,1
Iloilo City,Naga City,331.6,2001,
Iloilo City,Naga City,331.6,2002,
Iloilo City,Naga City,331.6,2003,
Iloilo City,Naga City,331.6,2004,
Iloilo City,Naga City,331.6,2005,
Iloilo City,Naga City,331.6,2006,
Iloilo City,Naga City,331.6,2007,
Iloilo City,Naga City,331.6,2008,
Iloilo City,Naga City,331.6,2009,
Iloilo City,Naga City,331.6,2010,
Iloilo City,Naga City,331.6,2011,
Iloilo City,Naga City,331.6,2012,
Iloilo City,Naga City,331.6,2013,
Iloilo City,Naga City,331.6,2014,
Iloilo City,Naga City,331.6,2015,
Iloilo City,Naga City,331.6,2016,
Iloilo City,Naga City,331.6,2017,
Iloilo City,Naga City,331.6,2018,
Iloilo City,Naga City,331.6,2019,
Iloilo City,Naga City,331.6,2020,
Iloilo City,Naga City,331.6,2021,
Iloilo City,Naga City,331.6,2022,
Iloilo City,Puerto Princesa City,433.31,1995,14
Iloilo City,Puerto Princesa City,433.31,1996,
Iloilo City,Puerto Princesa City,433.31,1997,14
Iloilo City,Puerto Princesa City,433.31,1998,
Iloilo City,Puerto Princesa City,433.31,1999,
Iloilo City,Puerto Princesa City,433.31,2000,48
Iloilo City,Puerto Princesa City,433.31,2001,
Iloilo City,Puerto Princesa City,433.31,2002,12
Iloilo City,Puerto Princesa City,433.31,2003,
Iloilo City,Puerto Princesa City,433.31,2004,
Iloilo City,Puerto Princesa City,433.31,2005,
Iloilo City,Puerto Princesa City,433.31,2006,
Iloilo City,Puerto Princesa City,433.31,2007,
Iloilo City,Puerto Princesa City,433.31,2008,
Iloilo City,Puerto Princesa City,433.31,2009,
Iloilo City,Puerto Princesa City,433.31,2010,
Iloilo City,Puerto Princesa City,433.31,2011,40
Iloilo City,Puerto Princesa City,433.31,2012,
Iloilo City,Puerto Princesa City,433.31,2013,
Iloilo City,Puerto Princesa City,433.31,2014,22
Iloilo City,Puerto Princesa City,433.31,2015,
Iloilo City,Puerto Princesa City,433.31,2016,
Iloilo City,Puerto Princesa City,433.31,2017,
Iloilo City,Puerto Princesa City,433.31,2018,
Iloilo City,Puerto Princesa City,433.31,2019,
Iloilo City,Puerto Princesa City,433.31,2020,
Iloilo City,Puerto Princesa City,433.31,2021,
Iloilo City,Puerto Princesa City,433.31,2022,
Iloilo City,Dumaguete City,175.19,1995,152
Iloilo City,Dumaguete City,175.19,1996,
Iloilo City,Dumaguete City,175.19,1997,152
Iloilo City,Dumaguete City,175.19,1998,
Iloilo City,Dumaguete City,175.19,1999,
Iloilo City,Dumaguete City,175.19,2000,
Iloilo City,Dumaguete City,175.19,2001,
Iloilo City,Dumaguete City,175.19,2002,
Iloilo City,Dumaguete City,175.19,2003,
Iloilo City,Dumaguete City,175.19,2004,
Iloilo City,Dumaguete City,175.19,2005,
Iloilo City,Dumaguete City,175.19,2006,
Iloilo City,Dumaguete City,175.19,2007,
Iloilo City,Dumaguete City,175.19,2008,
Iloilo City,Dumaguete City,175.19,2009,
Iloilo City,Dumaguete City,175.19,2010,
Iloilo City,Dumaguete City,175.19,2011,
Iloilo City,Dumaguete City,175.19,2012,
Iloilo City,Dumaguete City,175.19,2013,
Iloilo City,Dumaguete City,175.19,2014,
Iloilo City,Dumaguete City,175.19,2015,
Iloilo City,Dumaguete City,175.19,2016,
Iloilo City,Dumaguete City,175.19,2017,
Iloilo City,Dumaguete City,175.19,2018,
Iloilo City,Dumaguete City,175.19,2019,
Iloilo City,Dumaguete City,175.19,2020,
Iloilo City,Dumaguete City,175.19,2021,
Iloilo City,Dumaguete City,175.19,2022,
"Kalibo, Aklan",Manila,348.94,1995,106
"Kalibo, Aklan",Manila,348.94,1996,1070
"Kalibo, Aklan",Manila,348.94,1997,106
"Kalibo, Aklan",Manila,348.94,1998,701
"Kalibo, Aklan",Manila,348.94,1999,
"Kalibo, Aklan",Manila,348.94,2000,0
"Kalibo, Aklan",Manila,348.94,2001,1769
"Kalibo, Aklan",Manila,348.94,2002,32
"Kalibo, Aklan",Manila,348.94,2003,4358
"Kalibo, Aklan",Manila,348.94,2004,2
"Kalibo, Aklan",Manila,348.94,2005,
"Kalibo, Aklan",Manila,348.94,2006,
"Kalibo, Aklan",Manila,348.94,2007,16487
"Kalibo, Aklan",Manila,348.94,2008,508
"Kalibo, Aklan",Manila,348.94,2009,1639
"Kalibo, Aklan",Manila,348.94,2010,1499
"Kalibo, Aklan",Manila,348.94,2011,109
"Kalibo, Aklan",Manila,348.94,2012,1342
"Kalibo, Aklan",Manila,348.94,2013,1348
"Kalibo, Aklan",Manila,348.94,2014,121
"Kalibo, Aklan",Manila,348.94,2015,374361
"Kalibo, Aklan",Manila,348.94,2016,232
"Kalibo, Aklan",Manila,348.94,2017,
"Kalibo, Aklan",Manila,348.94,2018,445
"Kalibo, Aklan",Manila,348.94,2019,58
"Kalibo, Aklan",Manila,348.94,2020,
"Kalibo, Aklan",Manila,348.94,2021,
"Kalibo, Aklan",Manila,348.94,2022,
"Kalibo, Aklan",Cebu City,228.79,1995,16
"Kalibo, Aklan",Cebu City,228.79,1996,
"Kalibo, Aklan",Cebu City,228.79,1997,16
"Kalibo, Aklan",Cebu City,228.79,1998,
"Kalibo, Aklan",Cebu City,228.79,1999,
"Kalibo, Aklan",Cebu City,228.79,2000,
"Kalibo, Aklan",Cebu City,228.79,2001,
"Kalibo, Aklan",Cebu City,228.79,2002,
"Kalibo, Aklan",Cebu City,228.79,2003,
"Kalibo, Aklan",Cebu City,228.79,2004,
"Kalibo, Aklan",Cebu City,228.79,2005,
"Kalibo, Aklan",Cebu City,228.79,2006,
"Kalibo, Aklan",Cebu City,228.79,2007,
"Kalibo, Aklan",Cebu City,228.79,2008,
"Kalibo, Aklan",Cebu City,228.79,2009,
"Kalibo, Aklan",Cebu City,228.79,2010,
"Kalibo, Aklan",Cebu City,228.79,2011,
"Kalibo, Aklan",Cebu City,228.79,2012,
"Kalibo, Aklan",Cebu City,228.79,2013,
"Kalibo, Aklan",Cebu City,228.79,2014,
"Kalibo, Aklan",Cebu City,228.79,2015,
"Kalibo, Aklan",Cebu City,228.79,2016,
"Kalibo, Aklan",Cebu City,228.79,2017,
"Kalibo, Aklan",Cebu City,228.79,2018,
"Kalibo, Aklan",Cebu City,228.79,2019,
"Kalibo, Aklan",Cebu City,228.79,2020,
"Kalibo, Aklan",Cebu City,228.79,2021,
"Kalibo, Aklan",Cebu City,228.79,2022,
Legazpi City,Manila,338.33,1995,
Legazpi City,Manila,338.33,1996,
Legazpi City,Manila,338.33,1997,
Legazpi City,Manila,338.33,1998,5
Legazpi City,Manila,338.33,1999,29
Legazpi City,Manila,338.33,2000,
Legazpi City,Manila,338.33,2001,
Legazpi City,Manila,338.33,2002,
Legazpi City,Manila,338.33,2003,
Legazpi City,Manila,338.33,2004,
Legazpi City,Manila,338.33,2005,3409
Legazpi City,Manila,338.33,2006,
Legazpi City,Manila,338.33,2007,
Legazpi City,Manila,338.33,2008,
Legazpi City,Manila,338.33,2009,
Legazpi City,Manila,338.33,2010,
Legazpi City,Manila,338.33,2011,
Legazpi City,Manila,338.33,2012,
Legazpi City,Manila,338.33,2013,
Legazpi City,Manila,338.33,2014,
Legazpi City,Manila,338.33,2015,
Legazpi City,Manila,338.33,2016,
Legazpi City,Manila,338.33,2017,
Legazpi City,Manila,338.33,2018,
Legazpi City,Manila,338.33,2019,
Legazpi City,Manila,338.33,2020,
Legazpi City,Manila,338.33,2021,
Legazpi City,Manila,338.33,2022,
Legazpi City,Cebu City,315.14,1995,
Legazpi City,Cebu City,315.14,1996,24
Legazpi City,Cebu City,315.14,1997,
Legazpi City,Cebu City,315.14,1998,54
Legazpi City,Cebu City,315.14,1999,
Legazpi City,Cebu City,315.14,2000,
Legazpi City,Cebu City,315.14,2001,
Legazpi City,Cebu City,315.14,2002,
Legazpi City,Cebu City,315.14,2003,
Legazpi City,Cebu City,315.14,2004,
Legazpi City,Cebu City,315.14,2005,
Legazpi City,Cebu City,315.14,2006,
Legazpi City,Cebu City,315.14,2007,
Legazpi City,Cebu City,315.14,2008,
Legazpi City,Cebu City,315.14,2009,
Legazpi City,Cebu City,315.14,2010,
Legazpi City,Cebu City,315.14,2011,
Legazpi City,Cebu City,315.14,2012,
Legazpi City,Cebu City,315.14,2013,
Legazpi City,Cebu City,315.14,2014,
Legazpi City,Cebu City,315.14,2015,
Legazpi City,Cebu City,315.14,2016,
Legazpi City,Cebu City,315.14,2017,
Legazpi City,Cebu City,315.14,2018,
Legazpi City,Cebu City,315.14,2019,
Legazpi City,Cebu City,315.14,2020,
Legazpi City,Cebu City,315.14,2021,
Legazpi City,Cebu City,315.14,2022,
Masbate,Manila,389.8,1995,
Masbate,Manila,389.8,1996,37
Masbate,Manila,389.8,1997,
Masbate,Manila,389.8,1998,
Masbate,Manila,389.8,1999,
Masbate,Manila,389.8,2000,
Masbate,Manila,389.8,2001,
Masbate,Manila,389.8,2002,
Masbate,Manila,389.8,2003,
Masbate,Manila,389.8,2004,
Masbate,Manila,389.8,2005,
Masbate,Manila,389.8,2006,
Masbate,Manila,389.8,2007,
Masbate,Manila,389.8,2008,
Masbate,Manila,389.8,2009,
Masbate,Manila,389.8,2010,
Masbate,Manila,389.8,2011,
Masbate,Manila,389.8,2012,
Masbate,Manila,389.8,2013,
Masbate,Manila,389.8,2014,
Masbate,Manila,389.8,2015,
Masbate,Manila,389.8,2016,
Masbate,Manila,389.8,2017,
Masbate,Manila,389.8,2018,
Masbate,Manila,389.8,2019,
Masbate,Manila,389.8,2020,
Masbate,Manila,389.8,2021,
Masbate,Manila,389.8,2022,
Manila,Manila,0,1995,
Manila,Manila,0,1996,
Manila,Manila,0,1997,
Manila,Manila,0,1998,
Manila,Manila,0,1999,
Manila,Manila,0,2000,
Manila,Manila,0,2001,
Manila,Manila,0,2002,
Manila,Manila,0,2003,
Manila,Manila,0,2004,
Manila,Manila,0,2005,
Manila,Manila,0,2006,
Manila,Manila,0,2007,
Manila,Manila,0,2008,
Manila,Manila,0,2009,
Manila,Manila,0,2010,
Manila,Manila,0,2011,
Manila,Manila,0,2012,
Manila,Manila,0,2013,5
Manila,Manila,0,2014,
Manila,Manila,0,2015,
Manila,Manila,0,2016,
Manila,Manila,0,2017,
Manila,Manila,0,2018,
Manila,Manila,0,2019,
Manila,Manila,0,2020,
Manila,Manila,0,2021,
Manila,Manila,0,2022,
Manila,Bacolod City,484.95,1995,1192
Manila,Bacolod City,484.95,1996,468
Manila,Bacolod City,484.95,1997,1192
Manila,Bacolod City,484.95,1998,227
Manila,Bacolod City,484.95,1999,53
Manila,Bacolod City,484.95,2000,83
Manila,Bacolod City,484.95,2001,16
Manila,Bacolod City,484.95,2002,99
Manila,Bacolod City,484.95,2003,43
Manila,Bacolod City,484.95,2004,160
Manila,Bacolod City,484.95,2005,65
Manila,Bacolod City,484.95,2006,93
Manila,Bacolod City,484.95,2007,149
Manila,Bacolod City,484.95,2008,84
Manila,Bacolod City,484.95,2009,
Manila,Bacolod City,484.95,2010,20
Manila,Bacolod City,484.95,2011,199
Manila,Bacolod City,484.95,2012,26
Manila,Bacolod City,484.95,2013,382
Manila,Bacolod City,484.95,2014,1533
Manila,Bacolod City,484.95,2015,167
Manila,Bacolod City,484.95,2016,463
Manila,Bacolod City,484.95,2017,202
Manila,Bacolod City,484.95,2018,
Manila,Bacolod City,484.95,2019,
Manila,Bacolod City,484.95,2020,
Manila,Bacolod City,484.95,2021,
Manila,Bacolod City,484.95,2022,
Manila,Cebu City,571.54,1995,664
Manila,Cebu City,571.54,1996,6002
Manila,Cebu City,571.54,1997,664
Manila,Cebu City,571.54,1998,61
Manila,Cebu City,571.54,1999,472
Manila,Cebu City,571.54,2000,350
Manila,Cebu City,571.54,2001,310
Manila,Cebu City,571.54,2002,258
Manila,Cebu City,571.54,2003,9
Manila,Cebu City,571.54,2004,993
Manila,Cebu City,571.54,2005,55
Manila,Cebu City,571.54,2006,32
Manila,Cebu City,571.54,2007,
Manila,Cebu City,571.54,2008,1
Manila,Cebu City,571.54,2009,187
Manila,Cebu City,571.54,2010,167
Manila,Cebu City,571.54,2011,
Manila,Cebu City,571.54,2012,138
Manila,Cebu City,571.54,2013,241
Manila,Cebu City,571.54,2014,1455
Manila,Cebu City,571.54,2015,1081
Manila,Cebu City,571.54,2016,5123
Manila,Cebu City,571.54,2017,
Manila,Cebu City,571.54,2018,
Manila,Cebu City,571.54,2019,
Manila,Cebu City,571.54,2020,
Manila,Cebu City,571.54,2021,
Manila,Cebu City,571.54,2022,
Manila,Davao City,977.43,1995,169
Manila,Davao City,977.43,1996,81
Manila,Davao City,977.43,1997,169
Manila,Davao City,977.43,1998,257
Manila,Davao City,977.43,1999,11
Manila,Davao City,977.43,2000,546
Manila,Davao City,977.43,2001,8
Manila,Davao City,977.43,2002,911
Manila,Davao City,977.43,2003,36
Manila,Davao City,977.43,2004,86
Manila,Davao City,977.43,2005,86
Manila,Davao City,977.43,2006,
Manila,Davao City,977.43,2007,191
Manila,Davao City,977.43,2008,
Manila,Davao City,977.43,2009,201
Manila,Davao City,977.43,2010,242
Manila,Davao City,977.43,2011,42
Manila,Davao City,977.43,2012,
Manila,Davao City,977.43,2013,6182
Manila,Davao City,977.43,2014,1499
Manila,Davao City,977.43,2015,758
Manila,Davao City,977.43,2016,1682
Manila,Davao City,977.43,2017,
Manila,Davao City,977.43,2018,
Manila,Davao City,977.43,2019,
Manila,Davao City,977.43,2020,
Manila,Davao City,977.43,2021,
Manila,Davao City,977.43,2022,
Manila,Iloilo City,465.4,1995,152
Manila,Iloilo City,465.4,1996,
Manila,Iloilo City,465.4,1997,152
Manila,Iloilo City,465.4,1998,72
Manila,Iloilo City,465.4,1999,203
Manila,Iloilo City,465.4,2000,1465
Manila,Iloilo City,465.4,2001,99
Manila,Iloilo City,465.4,2002,380
Manila,Iloilo City,465.4,2003,24
Manila,Iloilo City,465.4,2004,206
Manila,Iloilo City,465.4,2005,42
Manila,Iloilo City,465.4,2006,13
Manila,Iloilo City,465.4,2007,15
Manila,Iloilo City,465.4,2008,
Manila,Iloilo City,465.4,2009,49
Manila,Iloilo City,465.4,2010,26
Manila,Iloilo City,465.4,2011,483
Manila,Iloilo City,465.4,2012,
Manila,Iloilo City,465.4,2013,128
Manila,Iloilo City,465.4,2014,336
Manila,Iloilo City,465.4,2015,105
Manila,Iloilo City,465.4,2016,434
Manila,Iloilo City,465.4,2017,46
Manila,Iloilo City,465.4,2018,
Manila,Iloilo City,465.4,2019,
Manila,Iloilo City,465.4,2020,
Manila,Iloilo City,465.4,2021,
Manila,Iloilo City,465.4,2022,
Manila,Zamboanga City,795.71,1995,37
Manila,Zamboanga City,795.71,1996,11
Manila,Zamboanga City,795.71,1997,37
Manila,Zamboanga City,795.71,1998,1
Manila,Zamboanga City,795.71,1999,
Manila,Zamboanga City,795.71,2000,50
Manila,Zamboanga City,795.71,2001,1056
Manila,Zamboanga City,795.71,2002,64
Manila,Zamboanga City,795.71,2003,
Manila,Zamboanga City,795.71,2004,10
Manila,Zamboanga City,795.71,2005,
Manila,Zamboanga City,795.71,2006,22
Manila,Zamboanga City,795.71,2007,28
Manila,Zamboanga City,795.71,2008,
Manila,Zamboanga City,795.71,2009,634
Manila,Zamboanga City,795.71,2010,33
Manila,Zamboanga City,795.71,2011,1997
Manila,Zamboanga City,795.71,2012,54
Manila,Zamboanga City,795.71,2013,
Manila,Zamboanga City,795.71,2014,
Manila,Zamboanga City,795.71,2015,
Manila,Zamboanga City,795.71,2016,
Manila,Zamboanga City,795.71,2017,
Manila,Zamboanga City,795.71,2018,
Manila,Zamboanga City,795.71,2019,
Manila,Zamboanga City,795.71,2020,
Manila,Zamboanga City,795.71,2021,
Manila,Zamboanga City,795.71,2022,
Manila,Cotabato City,943.83,1995,
Manila,Cotabato City,943.83,1996,19
Manila,Cotabato City,943.83,1997,
Manila,Cotabato City,943.83,1998,
Manila,Cotabato City,943.83,1999,47
Manila,Cotabato City,943.83,2000,
Manila,Cotabato City,943.83,2001,
Manila,Cotabato City,943.83,2002,
Manila,Cotabato City,943.83,2003,14
Manila,Cotabato City,943.83,2004,3
Manila,Cotabato City,943.83,2005,1
Manila,Cotabato City,943.83,2006,20
Manila,Cotabato City,943.83,2007,
Manila,Cotabato City,943.83,2008,
Manila,Cotabato City,943.83,2009,25
Manila,Cotabato City,943.83,2010,43
Manila,Cotabato City,943.83,2011,
Manila,Cotabato City,943.83,2012,246
Manila,Cotabato City,943.83,2013,
Manila,Cotabato City,943.83,2014,
Manila,Cotabato City,943.83,2015,
Manila,Cotabato City,943.83,2016,
Manila,Cotabato City,943.83,2017,
Manila,Cotabato City,943.83,2018,
Manila,Cotabato City,943.83,2019,
Manila,Cotabato City,943.83,2020,
Manila,Cotabato City,943.83,2021,
Manila,Cotabato City,943.83,2022,
Manila,Cagayan de Oro City,782.74,1995,
Manila,Cagayan de Oro City,782.74,1996,101
Manila,Cagayan de Oro City,782.74,1997,
Manila,Cagayan de Oro City,782.74,1998,52
Manila,Cagayan de Oro City,782.74,1999,
Manila,Cagayan de Oro City,782.74,2000,177
Manila,Cagayan de Oro City,782.74,2001,1
Manila,Cagayan de Oro City,782.74,2002,26
Manila,Cagayan de Oro City,782.74,2003,30
Manila,Cagayan de Oro City,782.74,2004,138
Manila,Cagayan de Oro City,782.74,2005,420
Manila,Cagayan de Oro City,782.74,2006,155
Manila,Cagayan de Oro City,782.74,2007,
Manila,Cagayan de Oro City,782.74,2008,
Manila,Cagayan de Oro City,782.74,2009,
Manila,Cagayan de Oro City,782.74,2010,
Manila,Cagayan de Oro City,782.74,2011,1
Manila,Cagayan de Oro City,782.74,2012,
Manila,Cagayan de Oro City,782.74,2013,
Manila,Cagayan de Oro City,782.74,2014,
Manila,Cagayan de Oro City,782.74,2015,
Manila,Cagayan de Oro City,782.74,2016,
Manila,Cagayan de Oro City,782.74,2017,
Manila,Cagayan de Oro City,782.74,2018,
Manila,Cagayan de Oro City,782.74,2019,
Manila,Cagayan de Oro City,782.74,2020,
Manila,Cagayan de Oro City,782.74,2021,
Manila,Cagayan de Oro City,782.74,2022,
Manila,Dipolog City,717.57,1995,100
Manila,Dipolog City,717.57,1996,147
Manila,Dipolog City,717.57,1997,100
Manila,Dipolog City,717.57,1998,
Manila,Dipolog City,717.57,1999,
